"","kdagur","nuvirdi","teg_eign","svfn","aldur","fjmib","lyfta","ummal","ibm2","fjhaed","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","stig10","bilskurm2","svalm2","geymm2","matssvaedi","undirmatssvaedi","ibteg"
"34338",627,10.378323238569,"Ibudareign","Kop",38,"1","0",146.6,4.53367418428302,"1","1","0","1","1","3","1",10,0,118,-1.8,"320","0","2"
"34339",627,10.9625270660844,"Ibudareign","Grb",3,"1","1",213,4.68490515400694,"1","0","1","1","1","2","1",10,0,113,2.06686275947298,"510","49","2"
"34340",626,10.9505609026135,"Radhus","Rvk",19,"1","0",34.1,4.93734749832642,"1","1","1","1","1","3","1",10,40.4,1,-1.8,"130","0","1"
"34341",626,10.4024126450437,"Ibudareign","Rvk",20,"1","0",48,4.48074010760991,"1","1","0","1","1","2","1",10,0,1,2.53369681395743,"130","0","2"
"34342",628,10.9306396426534,"Ibudareign","Kop",7,"1","0",78.6,4.99518318953733,"1","1","1","2","1","4","1",10,27.8,169,2.21920348405499,"350","0","2"
"34343",626,10.5630779495672,"Ibudareign","Grb",2,"1","1",164.8,4.33990170837321,"1","1","0","1","1","2","1",9.6,0,662,2.31253542384721,"550","0","2"
"34344",626,10.7752201525461,"Fjolbylishus","Grb",2,"1","0",394.3,4.56121829845891,"1","0","1","1","1","2","1",10,0,40,1.97408102602201,"500","59","2"
"34345",627,10.0645003483838,"Ibudareign","Rvk",59,"1","0",67.1,4.08092154188996,"1","1","0","1","1","1","1",10,0,1,2.2512917986065,"100","0","2"
"34346",632,10.6213273456864,"Ibudareign","Rvk",93,"1","0",40.4,4.29182836675573,"1","1","1","1","1","2","1",10,0,1,1.87180217690159,"20","0","2"
"34347",626,10.9434108448556,"Ibudareign","Grb",2,"1","1",262.9,4.80974235171687,"1","0","2","2","1","2","1",10,0,369,2.32238772029023,"510","49","2"
"34348",627,11.0454306859263,"Ibudareign","Rvk",13,"1","0",42.2,4.80320103648723,"2","1","0","1","1","3","1",10,28,553,1.75785791755237,"72","0","2"
"34349",633,10.4094614255711,"Ibudareign","Rvk",43,"1","0",65.3,4.671893818031,"2","1","0","1","1","4","1",10,0,658,2.01490302054226,"150","22","2"
"34350",625,10.3733661739687,"Ibudareign","Rvk",39,"1","1",116.7,4.28771595520264,"1","1","0","1","1","2","1",10,0,615,-1.8,"72","0","2"
"34351",627,10.57351962559,"Ibudareign","Kop",19,"1","1",98.5,4.49758497530815,"1","1","1","1","1","2","1",10,0,44,2.00148000021012,"330","0","2"
"34352",622,10.4367593651319,"Ibudareign","Rvk",14,"1","0",117.2,4.4818719696436,"1","0","1","1","1","3","1",10,0,678,2.02814824729229,"180","0","2"
"34353",621,10.0415959546538,"Ibudareign","Kop",39,"1","1",122.5,4.13035499974513,"1","1","0","1","1","1","1",10,0,85,-1.8,"320","62","2"
"34354",628,9.9986158976277,"Ibudareign","Hfj",50,"1","0",58,4.19569705648239,"1","1","0","1","1","1","1",10,0,40,1.6094379124341,"600","0","2"
"34355",627,10.7954855918412,"Ibudareign","Grb",12,"1","0",64.6,4.8283137373023,"1","1","1","1","1","3","1",10,0,49,2.70136121295141,"511","0","2"
"34359",622,10.7144177687525,"Ibudareign","Kop",23,"1","0",74.4,5.03304888893316,"2","1","1","1","1","5","1",10,0,437,-1.8,"330","0","2"
"34360",620,10.321473941198,"Ibudareign","Hfj",72,"1","0",36.2,4.64918707140487,"2","1","0","1","1","3","2",10,0,289,-1.8,"660","0","1"
"34361",633,10.3787896202331,"Ibudareign","Rvk",24,"1","0",117.6,4.52504414150881,"1","1","0","1","1","3","1",10,0,653,1.88706964903238,"130","0","2"
"34362",620,10.3408388495066,"Ibudareign","Rvk",53,"1","0",62,4.30000279919529,"1","1","1","1","1","2","1",10,0,512,1.19392246847243,"91","0","2"
"34363",621,10.2004761843082,"Ibudareign","Kop",51,"1","0",56.7,4.44265125649032,"1","1","0","1","1","1","1",10,0,1,-1.8,"300","0","1"
"34371",626,10.1581297709097,"Ibudareign","Rvk",80,"1","0",49.5,4.11251186617755,"1","0","1","1","1","1","1",10,0,1,0.336472236621213,"11","0","2"
"34372",621,11.2962857179947,"Radhus","Grb",11,"1","0",24.8,5.39135223251523,"2","1","2","2","1","5","1",10,29.4,331,-1.8,"511","0","1"
"34373",621,10.6683040197864,"Ibudareign","Rvk",60,"1","0",190.2,4.78080275463125,"1","0","1","1","1","3","2",10,0,559,1.91692261218206,"90","0","2"
"34375",622,10.4524756373965,"Ibudareign","Hfj",16,"1","0",119.9,4.49647076906475,"1","1","0","1","1","2","1",10,0,564,1.48160454092422,"640","0","2"
"34376",622,10.2745682337825,"Ibudareign","Hfj",16,"1","0",119.9,4.25844557290253,"1","1","0","1","1","1","1",10,0,474,1.48160454092422,"640","0","2"
"34377",627,10.1842960560447,"Ibudareign","Kop",45,"1","0",73.4,4.33729074083249,"1","1","0","1","1","2","1",10,0,524,-1.8,"320","0","2"
"34378",621,9.97538952182521,"Ibudareign","Kop",45,"1","0",63.5,4.06216566385787,"1","1","0","1","1","1","1",10,0,96,-1.8,"320","0","2"
"34379",625,11.1954849703542,"Radhus","Rvk",48,"1","0",48,5.63871047791249,"2","1","2","2","1","6","2",10,0,585,-1.8,"280","0","1"
"34380",621,10.4906907138998,"Ibudareign","Rvk",35,"1","0",108.8,4.79330812810349,"1","1","0","1","1","2","2",10,0,600,-1.8,"85","0","2"
"34381",622,10.8658027227216,"Parhus","Rvk",21,"1","0",36.8,4.8512487085848,"2","1","1","2","1","3","1",10,24.5,466,-1.8,"130","0","1"
"34382",625,10.7593061509669,"Einbylishus","Hfj",18,"1","0",56.4,4.8736694390231,"1","1","1","1","1","4","1",10,35.1,1,-1.8,"620","0","1"
"34383",626,10.8762720329647,"Einbylishus","Hfj",34,"1","0",52.2,4.92507740573461,"1","1","0","2","1","3","2",10,33,1,-1.8,"650","0","1"
"34386",641,10.3292126996517,"Ibudareign","Rvk",34,"1","0",71.2,4.42723897749543,"1","1","1","1","1","2","1",10,0,40,-1.8,"220","0","2"
"34387",625,10.2322875757088,"Ibudareign","Rvk",49,"1","0",42.6,4.38701417618492,"1","1","0","1","1","1","1",10,0,58,-1.8,"284","0","2"
"34388",620,11.2842667329679,"Einbylishus","Grb",42,"1","0",50,5.4506091768903,"2","1","1","2","1","6","2",10,46.7,1,-1.8,"500","0","1"
"34389",619,10.2907886900166,"Ibudareign","Kop",44,"1","0",57.2,4.54965747605783,"2","1","0","1","1","4","1",10,0,51,-1.8,"320","0","2"
"34390",627,10.9260823547803,"Einbylishus","Hfj",22,"1","0",47.4,5.13697421613927,"2","0","1","1","1","4","1",10,30,1,-1.8,"620","0","1"
"34391",627,10.3076518149112,"Ibudareign","Rvk",25,"1","0",52.5,4.43319492124828,"1","1","0","1","1","2","1",10,0,1,-1.8,"130","0","2"
"34392",621,11.4824662574855,"Einbylishus","Grb",10,"1","0",72.8,5.44285051728033,"1","1","2","2","1","4","2",10,30.9,1,-1.8,"500","0","1"
"34393",632,10.2746372302292,"Ibudareign","Hfj",16,"1","0",115,4.25844557290253,"1","1","0","1","1","1","1",10,0,474,1.94591014905531,"640","0","2"
"34398",649,10.3165239261406,"Radhus","Mos",38,"1","0",35.7,4.25134831103177,"1","1","0","1","1","2","1",10,0,1,-1.8,"800","0","1"
"34400",626,10.4607290956101,"Radhus","Rvk",16,"1","0",42.8,4.72561633906396,"1","1","1","1","1","3","1",10,34.3,1,-1.8,"290","0","1"
"34401",627,10.314570186095,"Ibudareign","Rvk",16,"1","0",47,4.40671924726425,"1","0","1","1","1","2","1",10,0,1,-1.8,"130","0","1"
"34402",622,10.1462768560972,"Ibudareign","Rvk",49,"1","0",58,4.47619980469113,"1","1","1","1","1","2","1",10,0,14,1.84054963339749,"200","0","2"
"34403",619,10.3080522554011,"Ibudareign","Rvk",55,"1","0",56,4.33990170837321,"1","1","1","1","1","1","1",10,0,1,3.45315712059287,"91","28","2"
"34404",621,10.9589487475483,"Ibudareign","Grb",3,"1","1",257.4,4.76217393479776,"1","0","1","2","1","2","1",10,0,612,2.53369681395743,"500","59","2"
"34405",635,10.4449102742795,"Ibudareign","Rvk",98,"1","0",32.6,4.27944004589878,"2","1","0","1","1","2","1",10,0,399,-1.8,"20","0","2"
"34406",626,10.5658146357562,"Ibudareign","Kop",3,"1","1",232.1,4.6615505194242,"1","1","0","1","1","2","1",10,0,595,2.34180580614733,"351","0","2"
"34408",625,10.5927020100684,"Ibudareign","Grb",2,"1","1",164.8,4.62005879848184,"1","1","0","1","1","3","1",9.6,0,1,2.39789527279837,"550","0","2"
"34409",619,10.4957917756665,"Ibudareign","Rvk",74,"1","0",42.6,4.55702981066016,"1","1","0","1","1","2","2",10,0,267,1.66770682055808,"11","0","2"
"34410",619,10.9632204031433,"Ibudareign","Sel",2,"1","0",215.4,4.68305672464516,"1","0","1","1","1","2","1",4,0,676,2.67414864942653,"400","45","2"
"34411",619,10.7094945585055,"Einbylishus","Hfj",30,"1","0",47.3,5.02912987673242,"1","1","1","1","1","5","2",10,50.1,1,1.45861502269952,"650","0","1"
"34412",621,10.4623887995337,"Ibudareign","Rvk",61,"1","0",46,4.30135873160643,"1","1","1","1","1","1","2",10,0,80,-1.8,"72","0","2"
"34413",621,10.4040506967356,"Ibudareign","Rvk",67,"1","0",46.2,4.0342406381524,"1","0","1","1","1","3","1",10,0,1,0.0953101798043249,"70","0","2"
"34414",626,10.2943126839048,"Ibudareign","Rvk",44,"1","0",89,4.71492104994721,"1","1","1","1","1","3","2",10,0,300,-1.8,"160","0","2"
"34415",632,10.0851422203424,"Ibudareign","Kop",36,"1","0",68,3.98898404656427,"1","1","0","1","1","1","1",10,0,553,-1.8,"300","0","2"
"34416",689,10.4703342769799,"Ibudareign","Kop",16,"1","1",122.8,4.4496852831477,"1","1","0","1","1","2","1",10,0,575,1.97408102602201,"340","0","2"
"34418",619,10.4108772803662,"Ibudareign","Hfj",33,"1","0",66,4.4188406077966,"1","1","0","1","1","2","1",10,22.9,691,1.38629436111989,"680","0","2"
"34419",618,10.1255104761816,"Ibudareign","Hfj",25,"1","0",79.7,4.31214050720972,"1","1","1","1","1","2","1",10,0,1,-1.8,"620","0","2"
"34420",618,10.0635635003828,"Ibudareign","Hfj",17,"1","0",50.2,4.20916023665068,"1","0","1","1","1","1","1",10,0,1,-1.8,"620","0","1"
"34425",625,10.4660418758871,"Ibudareign","Kop",51,"1","0",44.9,4.5368913452348,"1","1","0","1","1","2","1",10,0,1,-1.8,"320","0","1"
"34426",625,10.2540739991343,"Ibudareign","Rvk",91,"1","0",33,4.15731936138349,"1","1","0","1","1","1","2",10,0,1,1.64865862558738,"90","0","1"
"34427",622,10.930854434664,"Einbylishus","Rvk",39,"1","0",50.4,4.98360662170834,"1","1","1","1","1","4","2",10,0,200,-1.8,"150","0","1"
"34428",620,10.3408388495066,"Ibudareign","Rvk",24,"1","0",97.2,4.48975933447676,"1","1","0","1","1","3","1",10,0,595,1.64865862558738,"130","0","2"
"34429",620,10.4040506967356,"Ibudareign","Kop",34,"1","0",68.3,4.58598736657132,"1","1","0","1","1","3","1",10,0,42,-1.8,"300","0","2"
"34430",625,10.6057926708808,"Ibudareign","Kop",16,"1","1",108,4.74666974826179,"1","0","1","1","1","3","1",10,0,678,2.10413415427021,"340","0","2"
"34431",621,10.3708940621845,"Ibudareign","Rvk",84,"1","0",20,4.17745946893261,"1","1","0","1","1","2","2",10,0,1,2.66722820658195,"20","25","2"
"34432",655,11.2369216026653,"Ibudareign","Rvk",112,"1","0",55,4.8652240913224,"1","1","0","1","1","2","2",10,0,1,3.68887945411394,"25","0","1"
"34433",634,9.62891911922973,"Ibudareign","Hfj",71,"1","0",34,4.06044301054642,"1","0","1","1","1","1","1",10,0,1,-1.8,"600","0","2"
"34434",626,11.4191531021191,"Einbylishus","Hfj",10,"1","0",62.2,5.57215403217776,"2","1","2","2","1","5","2",10,45.1,499,-1.8,"640","0","1"
"34435",619,10.1461199564342,"Ibudareign","Hfj",30,"1","0",61.7,4.33467293829041,"1","1","0","1","1","2","1",10,0,524,1.52605630349505,"680","0","2"
"34436",620,10.4026251365069,"Ibudareign","Kop",11,"1","1",153.8,4.53044663979215,"1","1","0","1","1","2","1",10,0,17,2.35137525716348,"351","0","2"
"34437",628,10.7902464818042,"Ibudareign","Hfj",1,"1","1",205.8,4.43319492124828,"1","0","1","1","1","2","1",4,0,12,2.23001440015921,"600","106","2"
"34438",620,10.7072812531831,"Ibudareign","Hfj",1,"1","1",205.8,4.62104353514438,"1","0","1","1","1","2","1",9.8,0,10,2.52572864430826,"600","106","2"
"34442",626,10.8157100202343,"Einbylishus","Hfj",58,"1","0",38.8,5.13990762980039,"2","1","0","1","1","3","2",10,33.8,1,-1.8,"680","0","1"
"34443",628,10.4380492339787,"Ibudareign","Grb",17,"1","0",61.6,4.30945594183905,"1","1","1","1","1","1","1",10,0,1,2.06686275947298,"520","0","2"
"34444",629,10.064457783419,"Ibudareign","Rvk",54,"1","0",161,3.93769075217672,"1","0","1","1","1","1","1",10,0,1,0.78845736036427,"91","0","2"
"34445",621,10.8485795182159,"Ibudareign","Kop",13,"1","0",87,4.98017608661155,"1","1","1","1","1","3","1",10,26.9,69,-1.8,"351","0","2"
"34446",621,10.6181271084342,"Ibudareign","Grb",58,"1","0",66.1,4.68767140749983,"1","1","0","1","1","2","2",10,25.2,1,-1.8,"500","0","1"
"34447",635,10.2367761553403,"Ibudareign","Rvk",44,"1","0",46,4.69134788222914,"1","1","0","1","1","3","1",10,0,1,1.50407739677627,"161","0","2"
"34448",620,10.5671286794633,"Ibudareign","Hfj",10,"1","1",682.9,4.55597994179732,"1","1","0","1","1","2","1",10,0,155,1.96009478404727,"600","18","2"
"34449",639,10.2033328521137,"Ibudareign","Rvk",40,"1","0",91.4,4.40671924726425,"1","1","0","1","1","2","1",10,0,564,1.82454929205105,"150","24","2"
"34451",619,9.81454704323948,"Ibudareign","Rvk",57,"1","0",40,3.46885603013597,"1","0","0","1","1","1","1",10,0,1,0.78845736036427,"70","0","2"
"34452",636,10.4767526209192,"Ibudareign","Rvk",90,"1","0",37.8,4.55071400019203,"1","0","1","1","1","1","2",10,0,1,-1.8,"25","0","2"
"34454",633,10.5064091050225,"Ibudareign","Grb",2,"1","1",240.5,4.33467293829041,"1","1","1","1","1","2","1",10,0,369,1.97408102602201,"500","0","2"
"34455",621,10.2859228315296,"Ibudareign","Rvk",44,"1","0",53.4,4.55071400019203,"1","1","0","1","1","3","1",10,0,1,1.90210752639692,"161","0","2"
"34456",625,10.2750511089686,"Ibudareign","Rvk",42,"1","0",63.5,4.50424426739813,"1","1","0","1","1","2","1",10,0,17,1.79175946922805,"150","22","2"
"34457",633,10.6006018536572,"Ibudareign","Rvk",12,"1","0",160.7,4.671893818031,"1","1","0","1","1","3","1",10,0,687,2.4932054526027,"270","0","2"
"34458",643,10.171145473157,"Ibudareign","Rvk",30,"1","0",77.9,4.3425058765116,"1","1","0","1","1","1","1",10,0,12,-1.8,"120","0","2"
"34462",620,11.0276863630817,"Ibudareign","Grb",3,"1","1",257.4,4.84576065090602,"1","0","1","2","1","2","1",10,0,185,2.19722457733622,"500","59","2"
"34463",620,11.0003316121416,"Ibudareign","Grb",3,"1","1",257.4,4.84576065090602,"1","0","1","2","1","2","1",10,0,181,1.96009478404727,"500","59","2"
"34464",650,10.142425709749,"Ibudareign","Rvk",51,"1","0",59.1,4.01638302075239,"1","0","1","1","1","0","1",10,0,1,-1.8,"100","0","2"
"34465",619,10.2576242779219,"Ibudareign","Hfj",24,"1","0",82.5,4.26829786934554,"1","1","0","1","1","2","2",10,0,670,1.50407739677627,"650","0","2"
"34466",619,10.3882566339823,"Ibudareign","Grb",4,"1","1",195,4.20020495292158,"1","1","0","1","1","2","1",10,0,585,2.14006616349627,"550","0","2"
"34467",618,10.9705747737964,"Einbylishus","Hfj",45,"1","0",81.3,5.26320818943447,"1","1","1","2","1","3","2",10,39.7,334,-1.8,"600","0","1"
"34468",618,10.9287044356275,"Ibudareign","Rvk",53,"1","0",60.2,4.79826681595,"1","1","0","1","1","2","2",10,22.1,92,1.28093384546206,"72","0","2"
"34469",618,9.85145714444174,"Ibudareign","Kop",54,"1","0",64.5,3.65325227647079,"1","1","0","1","1","0","1",10,0,399,1.19392246847243,"300","0","2"
"34470",618,10.4331153032647,"Ibudareign","Rvk",55,"1","0",54.7,4.65109911787649,"1","1","1","1","1","4","1",10,0,585,2.00148000021012,"91","0","2"
"34479",632,10.3380582857829,"Ibudareign","Rvk",38,"1","0",70.2,4.54542018158232,"1","1","0","1","1","2","1",10,0,591,1.70474809223843,"150","0","2"
"34480",618,11.3783192091729,"Ibudareign","Sel",2,"1","0",215.4,4.93878119032827,"1","0","0","0","0","2","1",4,0,172,2.57261223020711,"400","45","2"
"34481",619,10.6459247723072,"Ibudareign","Sel",2,"1","0",215.4,4.17130560335823,"1","0","1","1","1","2","1",4,0,676,2.2082744135228,"400","45","2"
"34482",619,10.5988323166396,"Ibudareign","Sel",2,"1","0",215.4,4.17130560335823,"1","0","1","1","1","2","1",4,0,676,2.28238238567653,"400","45","2"
"34483",620,10.6013237225822,"Fjolbylishus","Grb",3,"1","1",111,4.51961229762644,"1","1","0","1","1","2","1",10,0,33,2.484906649788,"550","0","2"
"34484",620,11.434401603266,"Radhus","Grb",10,"1","0",35,5.60359374740077,"3","1","2","2","2","4","2",10,28.2,447,-1.8,"511","0","1"
"34485",621,11.029179845608,"Einbylishus","Rvk",31,"1","0",45.3,5.19683819759818,"1","1","2","1","1","4","2",10,70.7,1,-1.8,"120","0","1"
"34486",621,10.4357908704783,"Radhus","Grb",35,"1","0",102.3,4.32809829264833,"1","1","0","1","1","2","1",10,0,1,0.832909122935104,"500","0","1"
"34487",625,10.2392095077666,"Ibudareign","Hfj",26,"1","0",59.5,4.31348009213877,"1","0","1","1","1","2","1",10,0,1,-1.8,"620","0","1"
"34488",621,10.3161930522998,"Ibudareign","Rvk",41,"1","0",64,4.59814557105113,"1","1","0","1","1","3","1",10,0,445,-1.8,"150","22","2"
"34489",622,10.4636746058398,"Ibudareign","Sel",33,"1","1",70,4.38701417618492,"1","1","0","1","1","2","1",10,0,619,1.68639895357023,"400","0","2"
"34490",625,10.2848307185239,"Ibudareign","Hfj",55,"1","0",76,4.69683737451392,"1","1","0","1","1","3","1",10,0,430,2.28238238567653,"600","0","2"
"34492",612,10.1058976434634,"Ibudareign","Rvk",59,"1","0",63.6,4.29045944114839,"1","0","1","1","1","2","1",10,0,1,-1.8,"100","0","2"
"34499",625,10.5722908097066,"Ibudareign","Rvk",25,"1","0",72,4.82189316949938,"1","1","1","1","1","3","1",10,0,96,-1.8,"130","0","2"
"34500",625,10.0636913040765,"Ibudareign","Rvk",45,"1","1",128,4.00003388275086,"1","1","0","1","1","1","1",10,0,517,1.56861591791385,"160","0","2"
"34501",626,10.1994725600255,"Ibudareign","Rvk",77,"1","0",57,3.90197266957464,"1","0","1","1","1","1","1",10,0,1,0.78845736036427,"25","0","2"
"34502",633,11.3199837130141,"Einbylishus","Grb",17,"1","0",74.2,5.2406882537114,"1","1","2","2","1","4","2",10,44.5,30,-1.8,"540","0","1"
"34503",1010,11.1240076914376,"Einbylishus","Grb",43,"1","0",106,5.37989735354046,"1","1","2","2","1","5","2",10,45,1,-1.8,"540","0","1"
"34504",618,10.9020216457913,"Radhus","Hfj",23,"1","0",38.3,4.96703165661412,"2","1","0","2","1","4","2",10,25,1,-1.8,"650","0","1"
"34505",619,10.2467580570512,"Ibudareign","Rvk",69,"1","0",38.6,4.26408733680919,"1","0","1","1","1","1","1",10,0,1,-1.8,"70","0","2"
"34506",618,10.8086768913391,"Ibudareign","Kop",3,"1","1",88,4.61214579972452,"1","0","1","1","1","2","1",10,0,1,2.18605127673809,"320","44","2"
"34507",615,10.1211360335684,"Ibudareign","Kop",34,"1","0",68.3,4.13676527810605,"1","1","0","1","1","1","1",10,0,121,-1.8,"300","0","2"
"34508",615,10.5933543585459,"Ibudareign","Grb",2,"1","1",114,4.63957161270542,"1","0","1","1","1","2","1",10,0,72,1.97408102602201,"550","0","2"
"34509",625,10.6514779689786,"Ibudareign","Rvk",40,"1","0",56.6,4.97397130972466,"1","1","1","1","1","4","2",10,18.8,527,-1.8,"160","0","1"
"34510",625,10.8084544106788,"Einbylishus","Hfj",13,"1","0",48,5.15790521283129,"2","1","2","2","1","4","1",9.7,30.4,343,-1.8,"630","0","1"
"34511",621,10.243133319607,"Ibudareign","Rvk",37,"1","0",39,4.32280727501391,"1","1","0","1","1","2","1",10,0,1,-1.8,"160","0","2"
"34512",621,10.0580952707626,"Ibudareign","Rvk",113,"1","0",36.9,3.16968558067743,"1","0","1","1","1","0","1",10,0,1,2.42480272571829,"20","0","2"
"34513",648,10.6893050679374,"Ibudareign","Kop",36,"1","0",65.5,4.61214579972452,"1","1","0","1","1","3","2",10,22.8,101,-1.8,"320","15","2"
"34514",618,11.0816347276507,"Einbylishus","Kop",46,"1","0",46.1,5.32105685351753,"2","1","2","2","1","6","2",10,39,1,-1.8,"320","0","1"
"34515",655,11.1850184419542,"Einbylishus","Mos",11,"1","0",74,5.19295685089021,"1","1","1","2","1","3","2",10,46.7,1,-1.8,"840","0","1"
"34516",615,10.1811192891344,"Ibudareign","Rvk",56,"1","0",76.3,4.18052225846315,"1","1","0","1","1","2","1",10,0,278,1.91692261218206,"284","0","2"
"34517",621,11.289781913656,"Einbylishus","Grb",20,"1","0",74.4,5.21221466749463,"1","1","1","1","2","4","1",10,53.8,1,-1.8,"500","0","1"
"34518",619,10.6965705617087,"Ibudareign","Rvk",17,"1","1",134,4.61709875685337,"1","0","1","1","1","2","1",10,0,685,2.17475172148416,"100","0","2"
"34519",621,10.1220606753356,"Ibudareign","Rvk",46,"1","0",52.3,4.31615389052317,"1","1","0","1","1","2","1",10,0,466,1.75785791755237,"161","0","2"
"34520",618,10.2077317132869,"Ibudareign","Hfj",23,"1","1",148.4,4.12066187053947,"1","0","1","1","1","1","1",10,0,369,-1.8,"600","0","2"
"34522",625,10.0420748922922,"Ibudareign","Rvk",72,"1","0",51,3.9740583963476,"1","0","1","1","1","1","1",10,0,1,0.405465108108164,"100","0","2"
"34523",619,10.2843525437761,"Ibudareign","Rvk",52,"1","0",46,3.99083418585244,"1","0","1","1","1","1","1",10,0,430,1.38629436111989,"72","0","2"
"34524",620,10.6445197258166,"Radhus","Rvk",28,"1","0",36,4.83150862819882,"3","1","1","2","1","4","2",10,0,1,-1.8,"120","37","1"
"34525",626,10.7719736344621,"Ibudareign","Kop",40,"1","0",55.6,4.92580335857956,"1","1","1","2","1","4","2",10,26.8,58,-1.8,"320","0","2"
"34526",620,9.94443753886508,"Ibudareign","Rvk",44,"1","1",115,3.94352167248752,"1","1","0","1","1","1","1",10,0,1,1.64865862558738,"160","0","2"
"34527",619,10.1968658705328,"Ibudareign","Rvk",40,"1","0",71.3,4.24563400976833,"1","0","1","1","1","1","1",10,0,1,-1.8,"150","0","1"
"34528",618,10.16300160516,"Ibudareign","Rvk",68,"1","0",43.2,4.10923317471585,"1","0","1","1","1","1","1",10,0,1,0.693147180559945,"80","0","2"
"34529",615,10.817114740324,"Ibudareign","Rvk",13,"1","0",59.3,4.84811636459848,"1","1","1","1","1","3","1",10,25.5,374,2.10413415427021,"270","0","1"
"34531",614,11.2502611554937,"Einbylishus","Grb",21,"1","0",54.2,5.6046985164323,"2","1","2","2","2","6","2",9.7,24,1,-1.8,"500","0","1"
"34532",614,11.0109935083744,"Einbylishus","Hfj",34,"1","0",41.2,5.1907321558681,"2","1","1","2","1","5","1",10,41.6,1,-1.8,"650","0","1"
"34540",618,10.5737498605586,"Ibudareign","Hfj",51,"1","0",50.4,4.7999142627806,"1","1","0","1","1","4","2",10,23.9,551,-1.8,"600","0","1"
"34541",618,10.3118152262578,"Ibudareign","Rvk",50,"1","0",68.2,4.55702981066016,"1","1","0","1","1","3","1",10,0,1,2.19722457733622,"170","0","2"
"34542",614,10.7114355485733,"Ibudareign","Grb",11,"1","0",260,4.72650247115562,"1","1","0","1","1","3","1",10,0,670,2.07944154167984,"511","0","2"
"34543",619,10.4479897026615,"Ibudareign","Rvk",55,"1","0",57,4.76473475565943,"1","1","1","1","1","4","1",10,19.5,1,-1.8,"91","0","2"
"34544",615,10.2644084695597,"Ibudareign","Hfj",55,"1","0",76,4.69683737451392,"1","1","0","1","1","3","1",10,0,430,2.31253542384721,"600","0","2"
"34546",618,10.4631033404715,"Ibudareign","Rvk",52,"1","0",59.2,4.23265617801961,"1","0","1","1","1","2","1",10,25.8,687,2.14006616349627,"100","0","2"
"34547",622,10.5689808653142,"Ibudareign","Rvk",65,"1","0",36,4.2312037449393,"1","1","0","1","1","1","2",10,0,1,3.66867674679642,"90","0","1"
"34548",625,10.1080189676384,"Ibudareign","Hfj",64,"1","0",56,4.28358656186063,"1","1","0","1","1","2","2",10,0,1,0.53062825106217,"680","0","2"
"34549",626,10.6762542743242,"Ibudareign","Kop",2,"1","0",113.9,4.49980967033027,"1","0","1","1","1","2","1",10,0,610,1.98787434815435,"300","104","2"
"34550",619,11.0149996135549,"Ibudareign","Sel",2,"1","0",215.4,4.69592454925656,"1","0","1","1","1","2","1",4,0,676,2.33214389523559,"400","45","2"
"34551",615,10.4381664123243,"Ibudareign","Rvk",14,"1","1",190.6,4.65681341913993,"1","1","1","1","1","3","1",10,0,492,1.97408102602201,"180","0","2"
"34552",619,10.6615091353193,"Ibudareign","Kop",63,"1","0",22.5,4.75272775034571,"2","1","1","2","1","3","1",10,37.6,615,3.63758615972639,"320","0","1"
"34553",614,10.3577428248137,"Ibudareign","Sel",33,"1","1",70,4.13516655674236,"1","1","0","1","1","1","1",10,0,619,1.64865862558738,"400","0","2"
"34554",629,10.5582576639751,"Ibudareign","Sel",71,"1","0",68.3,4.65681341913993,"1","1","0","1","1","3","1",10,0,1,0,"400","0","1"
"34556",615,10.9209982397672,"Einbylishus","Rvk",27,"1","0",47.2,5.27197339120843,"2","1","1","2","1","4","2",10,30.6,91,-1.8,"120","0","1"
"34557",614,10.8869695339506,"Ibudareign","Rvk",57,"1","0",50,4.62104353514438,"1","1","0","1","1","4","1",10,22.3,248,1.56861591791385,"25","0","2"
"34558",627,10.5740823286256,"Ibudareign","Rvk",53,"1","0",142,4.59208494643944,"1","1","0","1","1","2","1",10,0,437,1.77495235091167,"90","17","2"
"34559",645,10.2207405630781,"Ibudareign","Rvk",46,"1","0",59.6,4.60517018598809,"1","1","0","1","1","3","2",10,0,512,2.10413415427021,"160","21","2"
"34560",621,10.4548407274782,"Ibudareign","Kop",34,"1","0",62.9,4.47049528266149,"1","1","0","1","1","2","1",10,21.7,369,-1.8,"320","15","2"
"34561",780,11.2943713659898,"Einbylishus","Kop",17,"1","0",50.8,5.6379987341102,"2","0","2","2","2","6","2",10,34.2,308,-1.8,"340","0","1"
"34562",618,10.324071131776,"Ibudareign","Rvk",76,"1","0",48.9,4.10594369806545,"1","0","1","1","1","1","1",10,0,1,2.8094026953625,"90","0","2"
"34563",615,9.72076591572083,"Ibudareign","Rvk",70,"1","0",51,3.58073729549423,"1","0","1","1","1","2","0",10,0,1,-1.8,"80","0","2"
"34564",621,11.0818348092231,"Einbylishus","Grb",48,"1","0",45.6,5.33705719486397,"2","1","1","2","1","5","2",10,49.4,1,-1.8,"500","0","1"
"34565",621,10.0509588318943,"Ibudareign","Rvk",75,"1","0",34,4.18813844150846,"1","0","1","1","1","1","1",10,0,1,0.641853886172395,"90","0","1"
"34566",618,10.3728347163556,"Ibudareign","Kop",46,"1","0",57.1,4.61907309115708,"2","1","0","1","1","4","1",10,0,454,-1.8,"320","0","2"
